"Target String","URL Safe String","Name","Disclosure","Type"
".org",".org","","<p>References<br />
1 <a href=""https://www.ncaa.org/sites/default/files/Recruiting%20Fact%20Sheet%20WEB.pdf"" target=""_blank"">https://www.ncaa.org/sites/default/files/Recruiting%20Fact%20Sheet%20WEB.pdf</a><br />
2 <a href=""https://www.cbsnews.com/news/8-things-you-should-know-about-sports-scholarships/"" target=""_blank"">https://www.cbsnews.com/news/8-things-you-should-know-about-sports-scholarships/</a><br />
3 <a href=""https://www.washingtonpost.com/business/get-real-on-scholarships/2011/03/08/ABM4LfR_story.html?utm_term=.8ad57a59fcbc"" target=""_blank"">https://www.washingtonpost.com/business/get-real-on-scholarships/2011/03/08/ABM4LfR_story.html?utm_term=.8ad57a59fcbc</a><br />
4 <a href=""https://www.cbsnews.com/news/how-rare-are-full-ride-scholarships/"">https://www.cbsnews.com/news/how-rare-are-full-ride-scholarships/</a><br />
5 <a href=""https://lendedu.com/blog/average-cost-of-college-statistics/"" target=""_blank"">https://lendedu.com/blog/average-cost-of-college-statistics/</a><br />
6 <a href=""https://trends.collegeboard.org/college-pricing/figures-tables/average-rates-growth-published-charges-decade"" target=""_blank"">https://trends.collegeboard.org/college-pricing/figures-tables/average-rates-growth-published-charges-decade</a><br />
7 <a href=""https://finance.zacks.com/average-annual-rate-inflation-retirement-planning-8623.html"" target=""_blank"">https://finance.zacks.com/average-annual-rate-inflation-retirement-planning-8623.html</a><br />
8 <a href=""https://www.irs.gov/credits-deductions/individuals/qualified-ed-expenses"" target=""_blank"">https://www.irs.gov/credits-deductions/individuals/qualified-ed-expenses</a><br />
9 <a href=""https://www.fidelity.com/viewpoints/personal-finance/college-529-spending"" target=""_blank"">https://www.fidelity.com/viewpoints/personal-finance/college-529-spending</a><br />
10 <a href=""https://thecollegeinvestor.com/18450/qualified-expenses-529-plan/"" target=""_blank"">https://thecollegeinvestor.com/18450/qualified-expenses-529-plan/</a><br />
11 <a href=""https://www.savingforcollege.com/intro-to-529s/what-is-the-penalty-on-an-unused-529-plan"" target=""_blank"">https://www.savingforcollege.com/intro-to-529s/what-is-the-penalty-on-an-unused-529-plan</a><br />
12 <a href=""https://www.cfp.net/docs/default-source/cfp-certification---cfp-exam-requirement/exam-tax-tables.pdf"" target=""_blank"">https://www.cfp.net/docs/default-source/cfp-certification---cfp-exam-requirement/exam-tax-tables.pdf</a><br />
13 <a href=""https://www.thebalance.com/529-limits-contributions-balances-taxes-4138359"" target=""_blank"">https://www.thebalance.com/529-limits-contributions-balances-taxes-4138359</a> &nbsp; &nbsp;<br />
14 <a href=""https://www.fidelity.com/learning-center/personal-finance/college-planning/using-retirement-savings"" target=""_blank"">https://www.fidelity.com/learning-center/personal-finance/college-planning/using-retirement-savings</a><br />
15 <a href=""https://www.thebalancesmb.com/time-value-of-money-393498"" target=""_blank"">https://www.thebalancesmb.com/time-value-of-money-393498</a><br />
16 <a href=""https://www.yahoo.com/now/p-500-average-annual-return-231601665.html"" target=""_blank"">https://www.yahoo.com/now/p-500-average-annual-return-231601665.html</a><br />
17 <a href=""https://www.bankrate.com/banking/savings/average-savings-interest-rates/"" target=""_blank"">https://www.bankrate.com/banking/savings/average-savings-interest-rates/</a><br />
18 <a href=""https://www.bankrate.com/banking/cds/cd-rates/"" target=""_blank"">https://www.bankrate.com/banking/cds/cd-rates/</a><br />
Additional Sources:<br />
<a href=""https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service"" target=""_blank"">https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service</a><br />
<a href=""https://www.npr.org/2018/10/17/653853227/the-student-loan-whistleblower"" target=""_blank"">https://www.npr.org/2018/10/17/653853227/the-student-loan-whistleblower</a><br />
<a href=""https://www.sec.gov/reportspubs/investor-publications/investorpubsintro529htm.html"" target=""_blank"">https://www.sec.gov/reportspubs/investor-publications/investorpubsintro529htm.html</a></p>

<p>Chad Sheiner&#39;s Experience</p>

<p>RBC Wealth Management &ndash; Financial Advisor</p>

<p>USAFA 11&rsquo; Bachelors of Science in Business and Management</p>

<p>Auburn 15&rsquo; Harbert College of Business (MBA)</p>

<p>Contract Negotiator with Unlimited Warrant</p>

<p>Assistant Professor of Aerospace Studies: taught and mentored 95 cadets at multiple Universities</p>

<p>USAFA Admissions Liaison Officer: 2013-2020</p>

<p>Sat on Senator Cory Gardner&rsquo;s nomination panel for USAFA, West Point, and Annapolis applicants</p>

<p>Sat on Senator Robert Lee&rsquo;s nomination panel for USAFA, West Point, and Annapolis applicants</p>

<p>For more information regarding college savings plans, please visit <a href=""http://www.collegesavings.org/"">www.collegesavings.org</a>. Participation in a 529 Plan does not guarantee the investment return on contributions, if any, will be adequate to cover future tuition and other higher education expenses. State programs vary and therefore you should carefully review individual program documents before investing or sending money. Federal income tax on the earnings and a 10 percent penalty on distributions for non-qualified expenses may apply.</p>

<p>Certificates of Deposit (CDs): Penalties may apply to early withdrawals. Fair market value of CDs when sold may be worth more or less than face value. The FDIC standard maximum deposit insurance amount (SMDIA) is $250,000. The FDIC insurance coverage limit applies per depositor, per insured depository institution for each account ownership category.</p>

<p>RBC Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your independent tax or legal advisor.</p>

<p>Investment and insurance products offered through RBC Wealth Management are not insured by the FDIC or any other federal government agency, are not deposits or other obligations of, or guaranteed by, a bank or any bank affiliate, and are subject to investment risks, including possible loss of the principal amount invested.</p>

<p>RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/FINRA/SIPC.</p>

<p>&nbsp;</p>
","CUSTOM"
".org",".org","","<p>References<br />
1 <a href=""http://www.ncaa.org/student-athletes/future/scholarships#:~:text=Only%20about%20two%2Dpercent%20of,scholarships%20to%20compete%20in%20college"" target=""_blank"">http://www.ncaa.org/student-athletes/future/scholarships#:~:text=Only%20about%20two%2Dpercent%20of,scholarships%20to%20compete%20in%20college</a><br />
2 <a href=""https://www.cbsnews.com/news/8-things-you-should-know-about-sports-scholarships/"" target=""_blank"">https://www.cbsnews.com/news/8-things-you-should-know-about-sports-scholarships/</a><br />
3 <a href=""https://www.washingtonpost.com/business/get-real-on-scholarships/2011/03/08/ABM4LfR_story.html?utm_term=.8ad57a59fcbc"" target=""_blank"">https://www.washingtonpost.com/business/get-real-on-scholarships/2011/03/08/ABM4LfR_story.html?utm_term=.8ad57a59fcbc</a><br />
4 <a href=""https://www.cbsnews.com/news/how-rare-are-full-ride-scholarships/"">https://www.cbsnews.com/news/how-rare-are-full-ride-scholarships/</a><br />
5 <a href=""https://lendedu.com/blog/average-cost-of-college-statistics/"" target=""_blank"">https://lendedu.com/blog/average-cost-of-college-statistics/</a><br />
6 <a href=""https://www.forbes.com/sites/zengernews/2020/08/31/college-tuition-is-rising-at-twice-the-inflation-rate-while-students-learn-at-home/?sh=6dff86fa2f98 -rates-growth-published-charges-decade"" target=""_blank"">https://www.forbes.com/sites/zengernews/2020/08/31/college-tuition-is-rising-at-twice-the-inflation-rate-while-students-learn-at-home/?sh=6dff86fa2f98 </a><br />
7 <a href=""https://finance.zacks.com/average-annual-rate-inflation-retirement-planning-8623.html"" target=""_blank"">https://finance.zacks.com/average-annual-rate-inflation-retirement-planning-8623.html</a><br />
8 <a href=""https://www.irs.gov/credits-deductions/individuals/qualified-ed-expenses"" target=""_blank"">https://www.irs.gov/credits-deductions/individuals/qualified-ed-expenses</a><br />
9 <a href=""https://www.fidelity.com/viewpoints/personal-finance/college-529-spending"" target=""_blank"">https://www.fidelity.com/viewpoints/personal-finance/college-529-spending</a><br />
10 <a href=""https://thecollegeinvestor.com/18450/qualified-expenses-529-plan/"" target=""_blank"">https://thecollegeinvestor.com/18450/qualified-expenses-529-plan/</a><br />
11 <a href=""https://www.savingforcollege.com/intro-to-529s/what-is-the-penalty-on-an-unused-529-plan"" target=""_blank"">https://www.savingforcollege.com/intro-to-529s/what-is-the-penalty-on-an-unused-529-plan</a><br />
12 <a href=""https://www.cfp.net/-/media/files/cfp-board/cfp-certification/exam/exam-tax-tables.pdf?la=en&amp;hash=0E3873514D162D8274BCA7A091EADC1E"" target=""_blank"">https://www.cfp.net/-/media/files/cfp-board/cfp-certification/exam/exam-tax-tables.pdf?la=en&amp;hash=0E3873514D162D8274BCA7A091EADC1E </a><br />
13 <a href=""https://www.thebalance.com/529-limits-contributions-balances-taxes-4138359"" target=""_blank"">https://www.thebalance.com/529-limits-contributions-balances-taxes-4138359</a> &nbsp; &nbsp;<br />
14 <a href=""https://www.fidelity.com/learning-center/personal-finance/college-planning/using-retirement-savings"" target=""_blank"">https://www.fidelity.com/learning-center/personal-finance/college-planning/using-retirement-savings</a><br />
15 <a href=""https://www.thebalancesmb.com/time-value-of-money-393498"" target=""_blank"">https://www.thebalancesmb.com/time-value-of-money-393498</a><br />
16 <a href=""https://www.yahoo.com/now/p-500-average-annual-return-231601665.html"" target=""_blank"">https://www.yahoo.com/now/p-500-average-annual-return-231601665.html</a><br />
17 <a href=""https://www.bankrate.com/banking/savings/average-savings-interest-rates/"" target=""_blank"">https://www.bankrate.com/banking/savings/average-savings-interest-rates/</a><br />
18 <a href=""https://www.bankrate.com/banking/cds/cd-rates/"" target=""_blank"">https://www.bankrate.com/banking/cds/cd-rates/</a><br />
Additional Sources:<br />
<a href=""https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service"" target=""_blank"">https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service</a><br />
<a href=""https://www.npr.org/2018/10/17/653853227/the-student-loan-whistleblower"" target=""_blank"">https://www.npr.org/2018/10/17/653853227/the-student-loan-whistleblower</a><br />
<a href=""https://www.sec.gov/reportspubs/investor-publications/investorpubsintro529htm.html"" target=""_blank"">https://www.sec.gov/reportspubs/investor-publications/investorpubsintro529htm.html</a></p>

<p>Chad Sheiner&#39;s Experience</p>

<p>RBC Wealth Management &ndash; Financial Advisor</p>

<p>USAFA 11&rsquo; Bachelors of Science in Business and Management</p>

<p>Auburn 15&rsquo; Harbert College of Business (MBA)</p>

<p>Contract Negotiator with Unlimited Warrant</p>

<p>Assistant Professor of Aerospace Studies: taught and mentored 95 cadets at multiple Universities</p>

<p>USAFA Admissions Liaison Officer: 2013-2020</p>

<p>Sat on Senator Cory Gardner&rsquo;s nomination panel for USAFA, West Point, and Annapolis applicants</p>

<p>Sat on Senator Robert Lee&rsquo;s nomination panel for USAFA, West Point, and Annapolis applicants</p>

<p>For more information regarding college savings plans, please visit <a href=""http://www.collegesavings.org/"">www.collegesavings.org</a>. Participation in a 529 Plan does not guarantee the investment return on contributions, if any, will be adequate to cover future tuition and other higher education expenses. State programs vary and therefore you should carefully review individual program documents before investing or sending money. Federal income tax on the earnings and a 10 percent penalty on distributions for non-qualified expenses may apply.</p>

<p>Certificates of Deposit (CDs): Penalties may apply to early withdrawals. Fair market value of CDs when sold may be worth more or less than face value. The FDIC standard maximum deposit insurance amount (SMDIA) is $250,000. The FDIC insurance coverage limit applies per depositor, per insured depository institution for each account ownership category.</p>

<p>RBC Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your independent tax or legal advisor.</p>

<p>Investment and insurance products offered through RBC Wealth Management are not insured by the FDIC or any other federal government agency, are not deposits or other obligations of, or guaranteed by, a bank or any bank affiliate, and are subject to investment risks, including possible loss of the principal amount invested.</p>

<p>RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/FINRA/SIPC.</p>

<p>&nbsp;</p>
","CUSTOM"
".org",".org","","<p class=""disclaimer"">1. <a href=""https://www.nber.org/papers/w26167"">https://www.nber.org/papers/w26167</a></p>

<p class=""disclaimer"">Kent McClanahan, is head of responsible investing.</p>

<p class=""disclaimer"">This article was originally published by ImpactAlpha.</p>","CUSTOM"
".org",".org","","<p class=""disclaimer"">1. <a href=""https://www.nber.org/papers/w26167"">https://www.nber.org/papers/w26167</a></p>

<p class=""disclaimer"">Kent McClanahan, is head of responsible investing.</p>

<p class=""disclaimer"">This article was originally published by ImpactAlpha.</p>","CUSTOM"
".org",".org","","<p>1.<a href=""https://www.nytimes.com/2020/01/21/upshot/womens-gains-in-the-work-force-conceal-a-problem.html/ "" target=""_blank"">https://www.nytimes.com/2020/01/21/upshot/womens-gains-in-the-work-force-conceal-a-problem.html/&nbsp;</a></p>

<p>2.<a href=""https://www.catalyst.org/research/historical-list-of-women-ceos-of-the-fortune-lists-1972-2020/ "">https://www.catalyst.org/research/historical-list-of-women-ceos-of-the-fortune-lists-1972-2020/&nbsp;</a></p>

<p>3.<a href=""https://hbr.org/2019/02/research-based-advice-for-women-working-in-male-dominated-fields "">https://hbr.org/2019/02/research-based-advice-for-women-working-in-male-dominated-fields&nbsp;</a></p>

<p>4.<a href=""https://www.aamc.org/data-reports/workforce/interactive-data/active-physicians-sex-and-specialty-2017"" target=""_blank"">https://www.aamc.org/data-reports/workforce/interactive-data/active-physicians-sex-and-specialty-2017</a></p>","CUSTOM"
".org",".org","","<p>1.<a href=""https://www.nytimes.com/2020/01/21/upshot/womens-gains-in-the-work-force-conceal-a-problem.html/ "" target=""_blank"">https://www.nytimes.com/2020/01/21/upshot/womens-gains-in-the-work-force-conceal-a-problem.html/&nbsp;</a></p>

<p>2.<a href=""https://www.catalyst.org/research/historical-list-of-women-ceos-of-the-fortune-lists-1972-2020/ "">https://www.catalyst.org/research/historical-list-of-women-ceos-of-the-fortune-lists-1972-2020/&nbsp;</a></p>

<p>3.<a href=""https://hbr.org/2019/02/research-based-advice-for-women-working-in-male-dominated-fields "">https://hbr.org/2019/02/research-based-advice-for-women-working-in-male-dominated-fields&nbsp;</a></p>

<p>4.<a href=""https://www.aamc.org/data-reports/workforce/interactive-data/active-physicians-sex-and-specialty-2017"" target=""_blank"">https://www.aamc.org/data-reports/workforce/interactive-data/active-physicians-sex-and-specialty-2017</a></p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.<br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from https://www.nationalgeographic.org/encyclopedia/biodiversity.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-<br />
asset-managers-join-bid-to-preserve-biodiversity. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.<br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from https://www.nationalgeographic.org/encyclopedia/biodiversity.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-<br />
asset-managers-join-bid-to-preserve-biodiversity. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.<br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from https://www.nationalgeographic.org/encyclopedia/biodiversity.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-<br />
asset-managers-join-bid-to-preserve-biodiversity. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.<br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from https://www.nationalgeographic.org/encyclopedia/biodiversity.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-<br />
asset-managers-join-bid-to-preserve-biodiversity. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.<br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from https://www.nationalgeographic.org/encyclopedia/biodiversity.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-<br />
asset-managers-join-bid-to-preserve-biodiversity. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
